2016,306,1200,232.5042,0.9682868,0.9090848,0.4307713,-0.04346261,-0.5016363,0.1975205,1.508584,-0.00574658,0.01110033,1.960239,-0.8263607,0.9832125,4.888615,4.615068,77.86975,19.16054,192.1302,0.969786,4.512042,0.1214077,28.93893,270,18000,0,0,0,0,0,0,0,0,-0.4228074,105.6092,224.887,2.083876,0.2353554,2.421616,-0.9022322,0.2388286,-0.03104031,-0.1377597,0.03678331,0.4160648,-0.03904227,-0.4794074,0.1910494,690.3811,9.358911,26.47472,101.2615,27.69735,1.168287,-0.9022322,89.75127,0.03530277,0.444122,1.16771,14.69023,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9163275,0.8826003,26.69279,1.427119,3.501244,10.30418,40.76035,1.171643,426.2867,426.8955,0,324.8871,325.9678,324.0126,0,0,0,0,26.5,40.9,101.4,0.01,0,1423,256121.3,27.64319,13.4689,360
2016,306,1230,229.3895,0.9428124,0.897946,0.4528157,0.01301363,-0.4554131,0.1952654,1.60063,-0.04896402,0.03830099,1.786029,-0.8053968,0.9650365,4.250676,3.914875,74.84258,22.76654,195.1574,1.023633,3.778672,0.1477755,29.40669,270,18000,0,0,0,0,0,0,0,0,-0.4701441,26.23331,226.7745,2.246143,-0.2466325,2.024497,-0.9214975,0.459214,0.220011,-0.1394694,0.004297137,0.4263211,-0.01631323,-0.4330497,0.1930394,688.476,9.845,26.87481,101.2145,28.09622,1.165892,-0.9214975,10.48501,0.004123046,0.4472304,0.1438583,15.60444,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9161287,0.8822266,27.08574,1.487575,3.582943,10.72663,41.51823,1.169297,418.8481,425.1,0,324.1016,324.5018,323.6871,0,0,0,0,26.88,45.7,101.4,0,0,1417,255066.6,28.36343,13.41973,360
2016,306,1300,202.0287,0.409394,0.5923459,0.4795126,0.03249109,-0.3569769,0.1723452,1.211989,-0.4461353,-0.01146531,1.545325,-0.3506863,0.7863948,3.676867,3.439176,88.10699,20.59459,181.893,0.113607,3.437306,0.003555,29.73413,270,17997,0,0,0,3,0,0,0,0,-0.3359013,99.07744,194.8089,2.838753,-0.2571769,1.683057,-0.7527125,0.1810121,0.007145554,-0.1245537,0.03398427,0.4603661,0.03153253,-0.3369565,0.1661861,686.4313,10.90427,27.17511,101.1597,28.27929,1.163898,-0.7527125,82.92163,0.0325967,0.3842145,1.263465,14.89235,17985,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0.9159076,0.8819159,27.40512,1.631495,3.6508,11.75191,44.68872,1.166785,407.5114,419.1074,0,323.9789,324.3375,323.5229,0,0,0,0,27.2,45.3,101.3,0,0,1397,251478.2,29.69841,13.43059,360
2016,306,1330,242.787,0.507564,0.6600931,0.5178181,-0.06114537,-0.3729832,0.2074539,1.546908,-0.626655,0.01356351,1.541415,-0.4355118,0.8466207,3.47861,3.067576,96.61777,27.84333,173.3822,-0.3535247,3.047143,0.04712992,30.24737,270,17993,0,0,3,4,0,0,0,0,-0.4892015,100.2344,234.5823,5.700423,0.05063057,1.284371,-0.9815903,0.2879254,0.0617611,-0.03960197,0.03324588,0.5060658,-0.06921214,-0.3632804,0.2004432,683.3882,10.87258,27.62461,101.1145,28.79083,1.161413,-0.9815903,81.11994,0.03181479,0.4605739,1.235048,17.87945,17961,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0.9161662,0.8820488,27.7627,1.630813,3.727957,11.73304,43.7455,1.164878,381.1577,393.5486,0,323.9285,324.3365,323.3566,0,0,0,0,27.51,44.4,101.3,0.02,0,1312,236147.9,30.75335,13.38736,360
2016,306,1400,171.933,0.5789707,0.7055221,0.4098067,-0.08719456,-0.3618416,0.1471298,1.13531,-0.05736017,0.06074609,1.626125,-0.4940408,0.7702399,3.423985,3.15322,92.95237,22.77797,177.0476,-0.1624086,3.149032,-0.01969905,30.57506,270,18000,0,0,0,0,0,0,0,0,-0.3845956,72.14212,164.9387,8.272972,0.4708647,1.424412,-0.7308114,0.3058972,-0.032559,-0.03408189,0.02413775,0.3937286,-0.08055049,-0.3522769,0.1411444,681.8495,10.69146,27.99374,101.0876,29.13767,1.159873,-0.7308114,58.89611,0.02307397,0.3231418,0.8827963,12.36322,17933,0,0,67,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,6,4,7,34,0.9147076,0.880565,28.15689,1.60648,3.814477,11.54285,42.11533,1.163149,344.2754,355.5791,0,323.5097,324.0087,323.193,0,0,0,0,27.92,42.2,101.3,0,0,1185,213353.9,31.44897,13.41688,360
2016,306,1430,148.6139,0.576687,0.704462,0.3415894,-0.08025343,-0.1788425,0.1272949,1.337611,-0.1288088,-0.002034713,1.469659,-0.4962625,0.8174922,3.939168,3.698427,84.65804,20.02432,185.342,0.3443227,3.682357,0.03864587,30.77703,270,18000,0,0,0,0,0,0,0,0,-0.1949262,101.6411,141.1146,2.366864,0.3591041,0.7758667,-0.5067481,0.2153752,-0.02210848,-0.05224872,0.03697258,0.3255636,-0.07637931,-0.1694625,0.1208713,682.1567,10.24604,28.26926,101.0635,29.39858,1.15886,-0.5067481,90.2131,0.03537653,0.2764454,1.296513,10.13144,17970,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,9,14,0.916131,0.8820572,28.43826,1.545812,3.877171,11.09658,39.86958,1.162051,298.8208,305.33,0,323.3908,323.8477,323.0331,0,0,0,0,28.25,40.2,101.3,0,0,1018,183197.5,31.75504,13.37026,360
2016,306,1500,93.47348,0.4380974,0.6141635,0.2819547,0.06377616,-0.1688327,0.08010548,1.261995,-0.1560371,0.03406812,1.301178,-0.3756552,0.7108331,3.430945,3.176174,95.2761,22.07257,174.7239,-0.2920667,3.16272,0.06345121,30.96404,270,18000,0,0,0,0,0,0,0,0,-0.1305607,29.25061,91.08139,1.5767,-0.4640935,0.6890612,-0.3176053,0.1999789,0.04424914,0.02136761,0.009202272,0.2701698,0.05725222,-0.1699942,0.0780555,681.6182,10.15144,28.46816,101.0596,29.59691,1.15811,-0.3176053,22.45354,0.008803095,0.1782415,0.3198982,6.477169,17996,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9167176,0.8826267,28.59726,1.531626,3.913145,10.98895,39.14054,1.161456,236.0192,243.936,0,323.3862,324.0111,323.0325,0,0,0,0,28.38,41.1,101.3,0,0,813,146385.8,31.91813,13.39406,360
2016,306,1530,69.76395,0.4605727,0.6297525,0.1946805,0.01000687,-0.130687,0.05979285,1.154202,-0.1831262,0.09515736,1.306188,-0.385003,0.7430575,3.653215,3.442458,84.88709,19.45534,185.1129,0.3067866,3.428765,0.095786,31.01714,270,18000,0,0,0,0,0,0,0,0,-0.1013353,100.3909,63.08374,1.510655,-0.0009305477,0.5377045,-0.2615696,0.2574794,0.09098241,-0.09463316,0.0387463,0.1801963,-0.002287254,-0.1168736,0.05406742,680.3863,10.18026,28.49919,101.0551,29.64572,1.157854,-0.2615696,94.54099,0.03700778,0.1232265,1.351096,4.498808,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9168545,0.8829427,28.61029,1.535476,3.91604,11.0161,39.20992,1.161337,176.3849,181.5069,0,323.9849,324.6612,323.3587,0,0,0,0,28.45,40.5,101.3,0,0,605.1,108920.5,31.76903,13.3292,360
2016,306,1600,25.96916,0.5434951,0.683848,0.1172893,0.009724975,-0.07730985,0.02224119,1.109765,-0.2357033,0.1670978,1.412733,-0.4367758,0.7704062,3.739817,3.566041,98.10404,17.46043,171.8959,-0.5027096,3.530432,0.06822322,30.94214,270,18000,0,0,0,0,0,0,0,0,-0.01542988,77.83073,20.92616,0.8643079,-0.07457042,0.417989,-0.08584309,0.1708777,0.02796822,-0.1079325,0.0308769,0.110697,0.005918354,-0.06223193,0.01792213,681.4298,9.880241,28.40555,101.0699,29.61182,1.158338,-0.08584309,75.33963,0.02951653,0.04089667,1.044243,1.446852,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9173207,0.8836228,28.47829,1.496318,3.886127,10.73986,38.50409,1.162188,107.3866,110.2798,0,324.4763,324.9896,324.0118,0,0,0,0,28.29,40,101.3,0,0,367.6,66176.73,31.37267,13.34539,360
2016,306,1630,-7.308968,0.4067733,0.5912609,0.1332485,-0.004278263,-0.002049819,-0.006252281,0.9032073,-0.1162255,0.04643967,1.219698,-0.3464912,0.6541473,3.277654,3.141028,96.21208,16.53746,173.7879,-0.3398889,3.122589,0.1505737,30.69057,270,18000,0,0,0,0,0,0,0,0,0.01085941,53.92236,-10.69175,0.6602197,-0.02075414,0.0581156,0.01064523,0.1606752,0.001396492,-0.02746999,0.02209616,0.1448609,-0.004414938,0.001595035,-0.009146005,683.3082,10.10708,28.07408,101.0697,29.3321,1.159274,0.01064523,53.91462,0.02116781,-0.02095363,0.7639676,-0.7562375,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9175261,0.8841358,28.08855,1.522571,3.799209,10.94244,40.07601,1.163574,35.97209,37.3858,0,324.8496,325.1531,324.6635,0,0,0,0,27.96,42.7,101.3,0,0,126.5,22770.08,30.66486,13.28101,360
